date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:40:30	56935/56935	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html	(from )
01:40:31	67/67	U--MC-	200	updated ('OK')	text/plain	date:Sun,%2029%20May%202022%2000:40:36%20GMT	https://themesbox.in/robots.txt		(from )
01:40:32	371227/371227	U-----	200	untouched ('OK')	text/css	date:Wed,%2020%20Jan%202021%2016:37:04%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/icons.css	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/icons.css	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:32	682/682	U-----	200	untouched ('OK')	text/css	date:Wed,%2020%20Jan%202021%2016:37:24%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/plugins/switchery/switchery.min.css	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/plugins/switchery/switchery.min.css	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:32	103750/103750	U-----	200	untouched ('')	image/x-icon	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/favicon.ico	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/favicon.ico	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:32	159515/159515	U-----	200	untouched ('OK')	text/css	date:Wed,%2020%20Jan%202021%2016:37:04%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/bootstrap.min.css	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/bootstrap.min.css	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	33818/33818	U-----	200	untouched ('OK')	text/css	date:Wed,%2020%20Jan%202021%2016:37:04%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/flag-icon.min.css	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/flag-icon.min.css	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	519354/519354	U-----	200	untouched ('OK')	text/css	date:Wed,%2020%20Jan%202021%2016:37:04%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/style.css	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/css/style.css	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	1673/1673	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/users/boy.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/users/boy.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	1041/1041	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/close.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/close.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	1688/1688	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/users/women.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/users/women.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	645/645	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/small_logo.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/small_logo.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	1621/1621	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/users/men.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/users/men.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:49	74102/74102	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:27%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/index.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/index.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:50	669/669	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/crm.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/crm.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:50	1201/1201	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/ecommerce.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/ecommerce.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:50	1169/1169	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/hospital.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/hospital.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:50	1188/1188	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/ui-kits.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/ui-kits.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:51	1097/1097	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/pages.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/pages.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:51	1360/1360	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/logo.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/logo.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:51	890/890	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/dashboard.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/dashboard.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:52	53559/53559	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-projects.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-projects.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:52	1079/1079	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/reports.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/reports.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:52	718/718	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/charts.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/charts.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:52	79682/79682	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-lead-status.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-lead-status.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:52	1139/1139	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/customers.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/customers.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:53	82472/82472	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/dashboard-ecommerce.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/dashboard-ecommerce.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:53	1306/1306	U-----	200	untouched ('OK')	image/svg+xml	date:Wed,%2020%20Jan%202021%2016:37:19%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/frontend.svg	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/assets/images/svg-icon/frontend.svg	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:53	82138/82138	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-shop.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-shop.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:53	80030/80030	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-single-product.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-single-product.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:54	56129/56129	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-cart.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-cart.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:54	60063/60063	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-checkout.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-checkout.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:54	105962/105962	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:27%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-myaccount.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-myaccount.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
01:40:54	47018/47018	U-----	200	untouched ('OK')	text/html	date:Wed,%2020%20Jan%202021%2016:37:26%20GMT	https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-thankyou.html	C:/Users/Ctor01/Downloads/Templates/Soyuz/themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/ecommerce-thankyou.html	(from https://themesbox.in/admin-templates/soyuz/html/rtl-light-vertical/crm-clients.html)
